2009,Alex,M,5168
2010,Alex,M,4430
1990,Alexa,F,2131
1991,Alexa,F,2476
1992,Alexa,F,2234
1993,Alexa,F,3039
1994,Alexa,F,3440
1995,Alexa,F,3359
1996,Alexa,F,3260
1997,Alexa,F,3090
1998,Alexa,F,3622
1999,Alexa,F,3644
2000,Alexa,F,3674
2001,Alexa,F,3898
2002,Alexa,F,4401
2003,Alexa,F,4596
2004,Alexa,F,4439
2005,Alexa,F,4663
2006,Alexa,F,6110
2007,Alexa,F,5784
2008,Alexa,F,5224
2009,Alexa,F,5307
2010,Alexa,F,5040
1990,Alexander,M,16185
1991,Alexander,M,17637
1992,Alexander,M,20063
1993,Alexander,M,20522
1994,Alexander,M,20098
1995,Alexander,M,19446
1996,Alexander,M,17960
1997,Alexander,M,17110
1998,Alexander,M,17464
1999,Alexander,M,17416
2000,Alexander,M,17282
2001,Alexander,M,16716
2002,Alexander,M,17713
2003,Alexander,M,17707
2004,Alexander,M,17922
2005,Alexander,M,18117
2006,Alexander,M,18220
2007,Alexander,M,18133
2008,Alexander,M,18693
2009,Alexander,M,18227
2010,Alexander,M,16752
1990,Alexandra,F,8506
1991,Alexandra,F,9456
1992,Alexandra,F,10221
1993,Alexandra,F,10676
1994,Alexandra,F,10226
1995,Alexandra,F,10160
1996,Alexandra,F,10023
1997,Alexandra,F,8750
1998,Alexandra,F,8606
1999,Alexandra,F,8164
2000,Alexandra,F,7546
2001,Alexandra,F,7041
2002,Alexandra,F,6936
2003,Alexandra,F,6544
2004,Alexandra,F,6622
2005,Alexandra,F,6317
2006,Alexandra,F,6098
2007,Alexandra,F,5351
2008,Alexandra,F,4610
2009,Alexandra,F,4161
2010,Alexandra,F,4019
1990,Alexandria,F,3594
1991,Alexandria,F,4470
1992,Alexandria,F,4797
1993,Alexandria,F,5026
1994,Alexandria,F,4839
1995,Alexandria,F,4772
1996,Alexandria,F,4562
1997,Alexandria,F,4234
1998,Alexandria,F,4008
1999,Alexandria,F,3789
2000,Alexandria,F,3549
2001,Alexandria,F,3404
2002,Alexandria,F,3146
2003,Alexandria,F,2750
2004,Alexandria,F,2649
2005,Alexandria,F,2453
2006,Alexandria,F,2329
2007,Alexandria,F,2197
2008,Alexandria,F,1790
2009,Alexandria,F,1640
2010,Alexandria,F,1513
1996,Alexia,F,1076
1997,Alexia,F,1118
1998,Alexia,F,1365
1999,Alexia,F,1651
2000,Alexia,F,2019
2001,Alexia,F,2294
2002,Alexia,F,2691
2003,Alexia,F,2495
2004,Alexia,F,2448
2005,Alexia,F,2125
2006,Alexia,F,2130
2007,Alexia,F,1941
2008,Alexia,F,1609
2009,Alexia,F,1472
2010,Alexia,F,1294
1990,Alexis,F,5256
1991,Alexis,F,7009
1992,Alexis,F,7947
1993,Alexis,F,10831
1993,Alexis,M,1100
1994,Alexis,F,13038
1994,Alexis,M,1288
1995,Alexis,F,14330
1995,Alexis,M,1881
1996,Alexis,F,16589
1996,Alexis,M,1795
1997,Alexis,F,17170
1997,Alexis,M,3182
1998,Alexis,F,19778
1998,Alexis,M,2317
1999,Alexis,F,19234
1999,Alexis,M,2434
2000,Alexis,F,17629
2000,Alexis,M,2714
2001,Alexis,F,16401
2001,Alexis,M,2769
2002,Alexis,F,15636
2002,Alexis,M,2379
2003,Alexis,F,14866
2003,Alexis,M,2721
2004,Alexis,F,13470
2004,Alexis,M,4175
2005,Alexis,F,11971
2005,Alexis,M,3049
2006,Alexis,F,11228
2006,Alexis,M,3202
2007,Alexis,F,9909
2007,Alexis,M,2656
2008,Alexis,F,9721
2008,Alexis,M,2340
2009,Alexis,F,9928
2009,Alexis,M,2019
2010,Alexis,F,8263
2010,Alexis,M,1621
1994,Alexus,F,1110
1995,Alexus,F,1214
1996,Alexus,F,1703
1997,Alexus,F,1674
1998,Alexus,F,1654
1999,Alexus,F,1403
2000,Alexus,F,1281
2001,Alexus,F,1120
1992,Alfredo,M,1048
1993,Alfredo,M,1080
1995,Alfredo,M,1041
1996,Alfredo,M,1034
1999,Alfredo,M,1025
2008,Alice,F,1025
2009,Alice,F,1275
2010,Alice,F,1778
1990,Alicia,F,6510
1991,Alicia,F,5557
1992,Alicia,F,4908
1993,Alicia,F,4431
1994,Alicia,F,4102
1995,Alicia,F,3908
1996,Alicia,F,3860
1997,Alicia,F,3782
1998,Alicia,F,3407
1999,Alicia,F,3014
2000,Alicia,F,2761
2001,Alicia,F,2657
2002,Alicia,F,2818
2003,Alicia,F,2541
2004,Alicia,F,2515
2005,Alicia,F,2342
2006,Alicia,F,2130
2007,Alicia,F,1948
2008,Alicia,F,1862
2009,Alicia,F,1560
2010,Alicia,F,1429
2007,Alina,F,1735
2008,Alina,F,1407
2009,Alina,F,1320
2010,Alina,F,1237
1990,Alisha,F,2343
1991,Alisha,F,2041
1992,Alisha,F,1855
1993,Alisha,F,1719
1994,Alisha,F,1498
1995,Alisha,F,1279
1996,Alisha,F,1163
1990,Alison,F,2362
1991,Alison,F,2153
1992,Alison,F,2064
1993,Alison,F,2240
1994,Alison,F,2122
1995,Alison,F,1952
1996,Alison,F,1901
1997,Alison,F,1763
1998,Alison,F,1641
1999,Alison,F,1527
2000,Alison,F,1382
2001,Alison,F,1359
2002,Alison,F,1360
2003,Alison,F,1413
2004,Alison,F,1432
2005,Alison,F,1256
2006,Alison,F,1216
2007,Alison,F,1170
2008,Alison,F,1247
2009,Alison,F,1446
2010,Alison,F,1216
1992,Alissa,F,1035
1993,Alissa,F,1086
1994,Alissa,F,1078
1996,Alissa,F,1073
1997,Alissa,F,1223
1998,Alissa,F,1231
1999,Alissa,F,1121
2000,Alissa,F,1156
2001,Alissa,F,1096
2002,Alissa,F,1034
2003,Alissa,F,1062
2007,Alissa,F,1011
2005,Alivia,F,1141
2006,Alivia,F,1322
2007,Alivia,F,1647
2008,Alivia,F,1829
2009,Alivia,F,1829
2010,Alivia,F,1764
2000,Aliyah,F,1116
2001,Aliyah,F,1412
2002,Aliyah,F,1605
2003,Aliyah,F,1392
2004,Aliyah,F,1527
2005,Aliyah,F,1461
2006,Aliyah,F,1448
2007,Aliyah,F,1610
2008,Aliyah,F,1753
2009,Aliyah,F,1988
2010,Aliyah,F,2157
1990,Allen,M,2218
1991,Allen,M,2108
1992,Allen,M,1917
1993,Allen,M,1899
1994,Allen,M,1747
1995,Allen,M,1550
1996,Allen,M,1467
1997,Allen,M,1406
1998,Allen,M,1314
1999,Allen,M,1315
2000,Allen,M,1347
2001,Allen,M,1385
2002,Allen,M,1378
2003,Allen,M,1316
2004,Allen,M,1295
2005,Allen,M,1223
2006,Allen,M,1224
2007,Allen,M,1194
2008,Allen,M,1137
2009,Allen,M,1032
2004,Allie,F,1105
2005,Allie,F,1280
2006,Allie,F,1510
2007,Allie,F,1487
2008,Allie,F,1463
2009,Allie,F,1405
2010,Allie,F,1636
1990,Allison,F,7132
1991,Allison,F,6772
1992,Allison,F,6901
1993,Allison,F,7727
1994,Allison,F,8150
1995,Allison,F,8126
1996,Allison,F,7453
1997,Allison,F,7274
1998,Allison,F,7861
1999,Allison,F,7025
2000,Allison,F,6314
2001,Allison,F,6211
2002,Allison,F,6240
2003,Allison,F,5850
2004,Allison,F,5872
2005,Allison,F,5634
2006,Allison,F,5562
2007,Allison,F,5453
2008,Allison,F,6239
2009,Allison,F,6581
2010,Allison,F,5862
1990,Allyson,F,1198
1991,Allyson,F,1140
1992,Allyson,F,1199
1993,Allyson,F,1346
1994,Allyson,F,1395
1995,Allyson,F,1291
1996,Allyson,F,1222
1997,Allyson,F,1335
1998,Allyson,F,1650
1999,Allyson,F,1483
2000,Allyson,F,1312
2001,Allyson,F,1221
2002,Allyson,F,1348
2003,Allyson,F,1306
2004,Allyson,F,1367
2005,Allyson,F,1271
2006,Allyson,F,1271
2007,Allyson,F,1261
2008,Allyson,F,1275
2009,Allyson,F,1316
2010,Allyson,F,1260
1995,Alondra,F,1205
1996,Alondra,F,2020
1997,Alondra,F,1837
1998,Alondra,F,1535
1999,Alondra,F,1725
2000,Alondra,F,1762
2001,Alondra,F,1829
2002,Alondra,F,1996
2003,Alondra,F,1999
2004,Alondra,F,2178
2005,Alondra,F,2721
2006,Alondra,F,2068
2007,Alondra,F,1836
2008,Alondra,F,1659
2009,Alondra,F,1447
2010,Alondra,F,1279
1990,Alyssa,F,11262
1991,Alyssa,F,10675
1992,Alyssa,F,10164
1993,Alyssa,F,11030
1994,Alyssa,F,10603
1995,Alyssa,F,10100
1996,Alyssa,F,11021
1997,Alyssa,F,12647
1998,Alyssa,F,13710
1999,Alyssa,F,14035
2000,Alyssa,F,13553
2001,Alyssa,F,13269
2002,Alyssa,F,12844
2003,Alyssa,F,12747
2004,Alyssa,F,12103
2005,Alyssa,F,10889
2006,Alyssa,F,10173
2007,Alyssa,F,11263
2008,Alyssa,F,9635
2009,Alyssa,F,7962
2010,Alyssa,F,6990
1990,Amanda,F,34408
1991,Amanda,F,28889
1992,Amanda,F,25033
1993,Amanda,F,20810
1994,Amanda,F,18717
1995,Amanda,F,16350
1996,Amanda,F,13974
1997,Amanda,F,12242
1998,Amanda,F,10912
1999,Amanda,F,9742
2000,Amanda,F,8552
2001,Amanda,F,6966
2002,Amanda,F,6133
2003,Amanda,F,5339
2004,Amanda,F,4679
2005,Amanda,F,4089
2006,Amanda,F,3356
2007,Amanda,F,3041
2008,Amanda,F,2441
2009,Amanda,F,1955
2010,Amanda,F,1656
2009,Amari,M,1086
2010,Amari,M,1004
2000,Amaya,F,1632
2001,Amaya,F,1056
2002,Amaya,F,1099
2003,Amaya,F,1769
2004,Amaya,F,1619
2005,Amaya,F,1513
2006,Amaya,F,1594
2007,Amaya,F,1698
2008,Amaya,F,1679
2009,Amaya,F,1596
2010,Amaya,F,1394
1990,Amber,F,15864
1991,Amber,F,14991
1992,Amber,F,13916
1993,Amber,F,14064
1994,Amber,F,12344
1995,Amber,F,10962
1996,Amber,F,9770
1997,Amber,F,8914
1998,Amber,F,7929
1999,Amber,F,6840
2000,Amber,F,6181
2001,Amber,F,5573
2002,Amber,F,4723
2003,Amber,F,4121
2004,Amber,F,3635
2005,Amber,F,3140
2006,Amber,F,2586
2007,Amber,F,2404
2008,Amber,F,2060
2009,Amber,F,1768
2010,Amber,F,1412
1990,Amelia,F,1511
1991,Amelia,F,1536
1992,Amelia,F,1344
1993,Amelia,F,1248
1994,Amelia,F,1253
1995,Amelia,F,1206
1996,Amelia,F,1289
1997,Amelia,F,1316
1998,Amelia,F,1424
1999,Amelia,F,1419
2000,Amelia,F,1531
2001,Amelia,F,1634
2002,Amelia,F,2441
2003,Amelia,F,3093
2004,Amelia,F,3350
2005,Amelia,F,3907
2006,Amelia,F,4061
2007,Amelia,F,4193
2008,Amelia,F,4346
2009,Amelia,F,4695
2010,Amelia,F,5455
2007,Amir,M,1011
2008,Amir,M,1126
2009,Amir,M,1213
2010,Amir,M,1218
1990,Amy,F,8461
1991,Amy,F,7277
1992,Amy,F,6340
1993,Amy,F,5422
1994,Amy,F,4691
1995,Amy,F,4529
1996,Amy,F,4068
1997,Amy,F,3690
1998,Amy,F,3485
1999,Amy,F,3205
2000,Amy,F,3172
2001,Amy,F,2936
2002,Amy,F,3095
2003,Amy,F,2879
2004,Amy,F,3114
2005,Amy,F,2954
2006,Amy,F,2744
2007,Amy,F,2829
2008,Amy,F,2539
2009,Amy,F,2482
2010,Amy,F,2281
1990,Ana,F,2610
1991,Ana,F,2649
1992,Ana,F,2327
1993,Ana,F,2365
1994,Ana,F,2211
1995,Ana,F,2359
1996,Ana,F,2307
1997,Ana,F,2318
1998,Ana,F,2259
1999,Ana,F,2111
2000,Ana,F,2424
2001,Ana,F,2515
2002,Ana,F,2534
2003,Ana,F,2592
2004,Ana,F,2346
2005,Ana,F,2354
2006,Ana,F,2413
2007,Ana,F,2224
2008,Ana,F,1953
2009,Ana,F,1822
2010,Ana,F,1573
2001,Anahi,F,1018
2006,Anahi,F,1142
2007,Anahi,F,1017
1998,Anastasia,F,1176
1999,Anastasia,F,1005
2000,Anastasia,F,1027
2001,Anastasia,F,1028
2002,Anastasia,F,1192
2003,Anastasia,F,1174
2004,Anastasia,F,1156
2005,Anastasia,F,1126
2006,Anastasia,F,1147
2007,Anastasia,F,1072
2009,Anastasia,F,1011
2008,Anderson,M,1017
2009,Anderson,M,1142
2010,Anderson,M,1020
1990,Andre,M,2295
1991,Andre,M,2284
1992,Andre,M,2389
1993,Andre,M,2281
1994,Andre,M,2380
1995,Andre,M,2145
1996,Andre,M,1964
1997,Andre,M,1800
1998,Andre,M,1766
1999,Andre,M,1781
2000,Andre,M,1796
2001,Andre,M,1740
2002,Andre,M,1698
2003,Andre,M,1752
2004,Andre,M,1916
2005,Andre,M,1826
2006,Andre,M,1871
2007,Andre,M,1830
2008,Andre,M,1704
2009,Andre,M,1646
2010,Andre,M,1540
1990,Andrea,F,8212
1991,Andrea,F,7992
1992,Andrea,F,8023
1993,Andrea,F,7235
1994,Andrea,F,6477
1995,Andrea,F,6009
1996,Andrea,F,5669
1997,Andrea,F,5405
1998,Andrea,F,5131
1999,Andrea,F,5069
2000,Andrea,F,5478
2001,Andrea,F,5746
2002,Andrea,F,5117
2003,Andrea,F,4978
2004,Andrea,F,5054
2005,Andrea,F,4667
2006,Andrea,F,5005
2007,Andrea,F,4798
2008,Andrea,F,4259
2009,Andrea,F,4060
2010,Andrea,F,3567
1990,Andres,M,1498
1991,Andres,M,1523
1992,Andres,M,1709
1993,Andres,M,2104
1994,Andres,M,1964
1995,Andres,M,1915
1996,Andres,M,2170
1997,Andres,M,2202
1998,Andres,M,2177
1999,Andres,M,2370
2000,Andres,M,2354
2001,Andres,M,2601
2002,Andres,M,2438
2003,Andres,M,2327
2004,Andres,M,2392
2005,Andres,M,2573
2006,Andres,M,2598
2007,Andres,M,2719
2008,Andres,M,2507
2009,Andres,M,2255
2010,Andres,M,2089
1990,Andrew,M,33657
1991,Andrew,M,31529
1992,Andrew,M,30535
1993,Andrew,M,27316
1994,Andrew,M,26009
1995,Andrew,M,25851
1996,Andrew,M,25234
1997,Andrew,M,25196
1998,Andrew,M,23654
1999,Andrew,M,23854
2000,Andrew,M,23639
2001,Andrew,M,22406
2002,Andrew,M,22017
2003,Andrew,M,22150
2004,Andrew,M,21699
2005,Andrew,M,20727
2006,Andrew,M,19718
2007,Andrew,M,18446
2008,Andrew,M,16756
2009,Andrew,M,14858
2010,Andrew,M,14236
1991,Andy,M,1039
1992,Andy,M,1162
1993,Andy,M,1150
1994,Andy,M,1136
1995,Andy,M,1105
1996,Andy,M,1290
1997,Andy,M,1424
1998,Andy,M,1441
1999,Andy,M,1565
2000,Andy,M,1695
2001,Andy,M,1785
2002,Andy,M,1717
2003,Andy,M,1629
2004,Andy,M,1785
2005,Andy,M,1920
2006,Andy,M,1901
2007,Andy,M,1828
2008,Andy,M,1813
2009,Andy,M,1658
2010,Andy,M,1476
1990,Angel,M,2406
1990,Angel,F,1662
1991,Angel,M,2685
1991,Angel,F,1834
1992,Angel,M,3049
1992,Angel,F,1696
1993,Angel,M,3036
1993,Angel,F,1633
1994,Angel,M,3476
1994,Angel,F,1674
1995,Angel,M,3734
1995,Angel,F,1733
1996,Angel,M,3912
1996,Angel,F,1939
1997,Angel,M,4514
1997,Angel,F,2214
1998,Angel,M,4772
1998,Angel,F,2384
1999,Angel,M,5401
1999,Angel,F,2731
2000,Angel,M,6304
2000,Angel,F,2833
2001,Angel,M,6976
2001,Angel,F,3080
2002,Angel,M,8185
2002,Angel,F,3097
2003,Angel,M,9155
2003,Angel,F,2887
2004,Angel,M,9511
2004,Angel,F,2613
2005,Angel,M,10984
2005,Angel,F,2386
2006,Angel,M,11596
2006,Angel,F,2224
2007,Angel,M,11368
2007,Angel,F,2294
2008,Angel,M,10352
2008,Angel,F,2122
2009,Angel,M,9846
2009,Angel,F,1880
2010,Angel,M,8768
2010,Angel,F,1607
1990,Angela,F,6664
1991,Angela,F,5799
1992,Angela,F,5078
1993,Angela,F,4568
1994,Angela,F,4414
1995,Angela,F,4118
1996,Angela,F,3864
1997,Angela,F,3651
1998,Angela,F,3369
1999,Angela,F,3631
2000,Angela,F,3824
2001,Angela,F,3912
2002,Angela,F,3711
2003,Angela,F,3319
2004,Angela,F,3157
2005,Angela,F,2893
2006,Angela,F,2925
2007,Angela,F,2754
2008,Angela,F,2538
2009,Angela,F,2258
2010,Angela,F,1913
1990,Angelica,F,2717
1991,Angelica,F,2821
1992,Angelica,F,3322
1993,Angelica,F,3240
1994,Angelica,F,3076
1995,Angelica,F,3355
1996,Angelica,F,3404
1997,Angelica,F,3381
1998,Angelica,F,3182
1999,Angelica,F,2820
2000,Angelica,F,2394
2001,Angelica,F,2436
2002,Angelica,F,2273
2003,Angelica,F,2209
2004,Angelica,F,1938
2005,Angelica,F,1788
2006,Angelica,F,1667
2007,Angelica,F,1513
2008,Angelica,F,1336
2009,Angelica,F,1124
1990,Angelina,F,1099
1997,Angelina,F,1078
1998,Angelina,F,1167
1999,Angelina,F,1327
2000,Angelina,F,2140
2001,Angelina,F,3368
2002,Angelina,F,3976
2003,Angelina,F,4270
2004,Angelina,F,4910
2005,Angelina,F,5809
2006,Angelina,F,5521
2007,Angelina,F,4856
2008,Angelina,F,4297
2009,Angelina,F,3633
2010,Angelina,F,3139
2001,Angelo,M,1046
2002,Angelo,M,1085
2003,Angelo,M,1158
2004,Angelo,M,1216
2005,Angelo,M,1294
2006,Angelo,M,1313
2007,Angelo,M,1337
2008,Angelo,M,1201
2009,Angelo,M,1148
2010,Angelo,M,1156
2007,Angie,F,1014
2004,Aniya,F,1231
2005,Aniya,F,1246
2006,Aniya,F,1262
